student_id,name,gender,age,residency_status,first_gen,major,cumulative_gpa,credits_completed
2280,Michael Williams,M,29,domestic,0,Accounting,3.03,67
2281,Darrell Jones,M,28,domestic,0,Psychology,2.4,62
2282,Elizabeth Young,M,23,international,0,Finance,3.57,50
2283,Benjamin Cooper,M,25,domestic,0,Accounting,3.39,8
2284,Justin Scott,M,17,domestic,0,Accounting,2.69,79
2285,Rebecca Campbell,M,19,domestic,0,English,1.56,107
2286,Diana Brown,M,20,domestic,0,Marketing,2.77,65
2287,Patricia Watson,Other,21,domestic,0,Chemistry,2.2,21
2288,Kari Mcbride,M,20,domestic,0,Business Analytics,1.48,63
2289,Molly Costa,F,17,domestic,1,Finance,3.15,21
2290,Sara Martinez,M,23,domestic,1,Mathematics,3.72,31
2291,Brenda Hoffman,F,23,domestic,1,Accounting,2.74,0
2292,William Cannon,M,27,domestic,0,Finance,2.96,86
2293,Jason Gallegos,M,19,international,0,English,3.61,55
2294,Gina Johnson,F,18,domestic,0,Economics,2.91,62
2295,Brenda Williams,M,17,domestic,0,Mathematics,2.43,69
2296,Alison Villarreal,M,20,domestic,1,English,1.46,59
2297,Emily Ross,M,25,domestic,0,Chemistry,3.29,74
2298,Amanda Khan,M,19,domestic,0,Political Science,3.05,86
2299,Amy Moore,M,29,domestic,0,Mathematics,3.36,44
2300,Benjamin Jones,M,21,domestic,0,Biology,1.33,0
2301,Mario Gomez,F,22,international,0,Biology,4.0,20
2302,Ana Daniel,F,17,domestic,0,Marketing,2.33,64
2303,Justin Taylor,F,23,domestic,0,Business Analytics,3.46,14
2304,Madison Berry,M,17,domestic,1,Mechanical Eng,1.66,43
2305,Shelly Miller,F,24,international,0,Political Science,2.34,120
2306,Tina Oconnor,M,24,domestic,1,Nursing,2.47,76
2307,Chloe Morris,M,26,domestic,1,Political Science,2.19,0
2308,Mark Hamilton,F,18,international,0,Psychology,2.31,115
2309,Logan Harrington,M,22,domestic,1,Mathematics,3.77,86
2310,Brenda Trevino,M,23,domestic,0,Political Science,2.6,65
2311,Elizabeth Olson,F,23,domestic,1,English,4.0,49
2312,Megan Taylor,F,18,domestic,0,Business Analytics,3.43,4
2313,Cynthia Moore,F,17,domestic,0,Accounting,1.6,34
2314,Shirley Johnson,F,23,domestic,0,Business Analytics,2.59,0
2315,Warren Collins,Other,21,domestic,0,Information Systems,2.57,74
2316,Marissa Hernandez,M,20,domestic,1,Information Systems,2.23,51
2317,Lisa Johnson,M,24,domestic,0,Finance,3.53,23
2318,David Martin,M,21,domestic,0,Business Analytics,3.32,75
2319,Kristen Thomas,M,17,domestic,0,Mathematics,4.0,55
2320,Gina Dennis,M,17,international,1,Mechanical Eng,2.52,94
2321,Keith Fernandez,F,18,domestic,0,Mathematics,3.06,32
2322,Michelle Mcmahon,F,30,international,0,Mechanical Eng,2.59,87
2323,Stephanie Gibson,F,24,domestic,0,English,2.56,52
2324,Priscilla Anderson,M,22,domestic,1,Computer Science,3.29,22
2325,Kristine Smith,F,21,domestic,0,Economics,4.0,63
2326,Michael Cabrera,F,21,domestic,0,Economics,3.39,47
2327,Michael Meyer,F,26,domestic,0,Finance,3.33,59
2328,April Walker,M,20,domestic,1,Marketing,2.76,15
2329,Jennifer Griffin,F,24,international,0,Marketing,3.31,0
2330,Rachel Armstrong,M,20,domestic,0,Marketing,3.51,30
2331,Kimberly Gonzalez,M,28,domestic,0,Biology,2.28,62
2332,Daniel Le,M,24,international,1,Political Science,2.82,61
2333,Bethany Rollins,F,26,domestic,1,Information Systems,2.61,31
2334,Heather Ellis,F,19,international,0,Business Analytics,2.42,52
2335,Ronald Taylor,M,25,domestic,0,Accounting,3.39,33
2336,Cody Powell,M,20,domestic,0,Marketing,2.66,41
2337,Sara Mcbride,M,22,domestic,0,Mechanical Eng,3.08,83
2338,Steven Nelson,M,27,domestic,0,Business Analytics,3.09,5
2339,Jennifer Forbes,M,18,domestic,0,Mathematics,2.64,102
2340,Justin Rivera,M,22,domestic,0,Business Analytics,1.93,50
2341,Jessica Anderson,F,23,domestic,1,Information Systems,2.59,106
2342,Julie Sampson,M,23,domestic,0,Biology,3.12,101
2343,Darrell Harris,M,20,domestic,0,Biology,2.98,0
2344,Jacob Rodriguez,M,29,domestic,0,Chemistry,1.63,51
2345,Richard Gordon,F,17,domestic,0,Psychology,3.29,16
2346,Kenneth Day,F,27,domestic,0,Computer Science,2.47,41
2347,Sabrina Kidd,F,26,domestic,0,Psychology,3.14,59
2348,Ann Harris,M,28,domestic,0,Political Science,3.29,89
2349,Michael Berry,F,17,domestic,1,Electrical Eng,3.08,12
2350,Michelle Smith,M,18,domestic,1,Psychology,3.93,121
2351,Jeremy Rush,F,27,domestic,0,Electrical Eng,3.4,28
2352,Victoria Chavez,F,17,domestic,0,Sociology,2.53,5
2353,Steven Lynch,F,17,domestic,0,Political Science,2.59,78
2354,Deborah Bradley,F,20,domestic,0,Biology,2.75,49
2355,Vincent Gonzalez,F,22,domestic,0,Computer Science,2.59,111
2356,Bradley Lindsey,M,27,domestic,1,Nursing,3.02,15
2357,Matthew Bailey,F,21,domestic,1,Computer Science,2.12,51
2358,Natasha Hill,M,19,domestic,1,Political Science,3.63,83
2359,Patrick Miller,F,23,domestic,0,Biology,2.82,20
2360,Ricardo Shah,M,23,domestic,1,Accounting,3.61,83
2361,Richard Morgan,M,23,domestic,1,Mechanical Eng,2.09,57
2362,Chelsey Lutz,M,21,domestic,0,Business Analytics,2.09,15
2363,Jennifer Jones,M,17,domestic,0,Sociology,3.45,83
2364,Connor Fisher,F,18,domestic,1,Biology,2.41,39
2365,Robert Jones,F,26,domestic,0,Finance,2.2,81
2366,Melissa Soto,M,22,domestic,0,Political Science,3.5,24
2367,Dustin Reeves,M,20,domestic,0,Chemistry,2.31,1
2368,Jennifer Smith,F,25,domestic,0,Accounting,2.79,32
2369,Joshua Nelson,M,18,domestic,0,Biology,2.48,41
2370,Michael Gray,F,21,domestic,1,Economics,3.25,51
2371,Michael Potter,F,22,domestic,0,Mathematics,2.94,61
2372,Kristy Knox,F,20,domestic,0,Finance,3.35,104
2373,Jesse Johnson,F,22,domestic,0,Mathematics,2.08,42
2374,Tiffany Sanford,M,21,domestic,0,Psychology,2.94,98
2375,Mark Yang,F,17,international,0,Business Analytics,2.85,76
2376,Alexa Moss,M,22,domestic,0,Computer Science,2.35,43
2377,Justin Caldwell,M,17,domestic,0,Accounting,2.18,54
2378,Lisa Herrera,F,22,domestic,0,Business Analytics,2.75,57
2379,Anthony Smith,M,26,domestic,0,Finance,2.63,76
2380,Ashley Mosley,F,21,international,0,Political Science,3.51,80
2381,Craig Barnett,F,17,domestic,0,English,3.3,3
2382,Michele Hubbard,F,21,domestic,0,Psychology,2.39,74
2383,Rebecca Pierce,F,19,domestic,1,Sociology,2.65,57
2384,Rachel Cunningham,M,24,domestic,0,Accounting,3.13,57
2385,Amanda Peterson,M,21,domestic,0,Computer Science,3.19,41
2386,Angela Reeves,F,27,domestic,0,Accounting,3.51,66
2387,Scott Holloway,M,26,domestic,0,Business Analytics,2.76,72
2388,Jennifer Proctor,F,21,domestic,1,Chemistry,2.9,48
2389,Kristin Weber,F,24,international,0,Nursing,1.73,76
2390,Heidi Benitez,F,20,domestic,0,Chemistry,2.13,26
2391,Kent Cowan,M,22,domestic,0,Electrical Eng,3.35,45
2392,Connie Meyer,M,20,international,0,Sociology,2.14,56
2393,Courtney Wilkins,M,24,domestic,1,Mechanical Eng,1.79,36
2394,James Browning,M,27,domestic,0,Marketing,3.26,35
2395,Michael Harris,F,24,domestic,0,Computer Science,2.56,17
2396,Judith Mullen,M,25,domestic,0,Business Analytics,2.32,58
2397,Brandon Ferguson,M,25,domestic,0,Mechanical Eng,1.91,103
2398,Andrew Doyle,M,23,domestic,1,Mathematics,1.92,63
2399,Christopher Russell,F,18,domestic,0,Information Systems,2.53,40
2400,Erika Fisher,F,27,domestic,0,Sociology,2.72,84
2401,Alexander Wilkins,M,28,domestic,0,Accounting,3.55,44
2402,Michele Bryant,M,21,domestic,0,Business Analytics,2.72,68
2403,Christopher Howard,M,20,domestic,0,Mechanical Eng,2.61,62
2404,Cody Howard,M,24,domestic,0,Mechanical Eng,2.63,0
2405,Megan Donovan,F,23,international,0,Nursing,1.45,48
2406,Laura Lopez,F,21,domestic,0,Computer Science,2.51,109
2407,Jeffrey Rocha,M,17,domestic,0,Business Analytics,3.18,29
2408,Debra Moore,M,23,domestic,1,Marketing,2.85,93
2409,Christopher Williams,Other,23,international,0,Electrical Eng,3.27,75
2410,Michael Atkins,M,24,international,0,Economics,3.45,32
2411,Jeffrey Robinson,F,23,domestic,0,Finance,1.81,48
2412,Renee Riley,M,21,domestic,0,Accounting,2.41,16
2413,Russell Alexander,F,25,domestic,0,Marketing,3.4,74
2414,Ronnie Brown,M,22,international,1,Mathematics,2.86,17
2415,Christopher Smith,F,20,domestic,0,Electrical Eng,2.71,60
2416,John Pugh,Other,21,domestic,0,Chemistry,3.42,103
2417,Marcus Wise,M,17,domestic,0,Political Science,2.32,29
2418,Brenda Hopkins,M,21,domestic,0,Electrical Eng,2.36,58
2419,Justin Cummings,M,24,domestic,0,Marketing,2.32,3
2420,Adam Marquez,M,23,domestic,1,Computer Science,2.0,49
2421,Andrea Olsen,M,27,international,0,Psychology,2.67,18
2422,Melanie Chang,M,21,domestic,0,Accounting,2.91,55
2423,Gregory Sullivan,F,23,domestic,0,English,2.17,32
2424,Michael Martin,M,24,domestic,0,Finance,2.74,18
2425,Linda Brown,M,30,domestic,0,Information Systems,2.44,44
2426,James Flynn,F,22,domestic,0,Electrical Eng,2.75,0
2427,William Cruz,M,18,domestic,0,English,3.67,16
2428,Margaret Zimmerman,F,24,domestic,0,Psychology,2.85,119
2429,Carrie Summers,M,28,domestic,0,Business Analytics,2.86,41
2430,Christopher Gordon,F,20,domestic,0,Chemistry,4.0,34
2431,Erika Phillips,F,24,international,0,Mathematics,2.5,59
2432,Brenda Baker,F,26,domestic,0,Chemistry,3.17,80
2433,Barry Butler,Other,25,domestic,0,Computer Science,2.48,98
2434,Kenneth Aguilar,M,22,domestic,0,Finance,3.27,47
2435,Benjamin Gomez,Other,19,domestic,0,Political Science,2.26,42
2436,Larry Tran,M,21,international,1,Mechanical Eng,2.6,60
2437,Noah Hayes,M,23,domestic,0,Chemistry,2.46,50
2438,Marco Davis,M,25,domestic,0,Mechanical Eng,2.17,44
2439,Shelley Garcia,F,23,domestic,0,English,1.52,67
2440,Richard Martin,M,20,domestic,0,Electrical Eng,3.04,66
2441,William Taylor,F,23,domestic,0,Marketing,2.42,50
2442,Daniel Carter,F,25,domestic,0,Political Science,2.64,121
2443,Troy Warren,F,23,international,0,English,2.72,106
2444,Rebecca Patrick,F,19,domestic,0,Biology,1.92,65
2445,David Munoz,M,21,domestic,0,Marketing,2.56,83
2446,Ashley Jones,M,25,domestic,1,Political Science,1.73,28
2447,Ethan Vargas,M,17,domestic,0,Accounting,2.52,49
2448,Christopher Brown,M,17,international,0,Business Analytics,3.7,70
2449,Melinda Terrell,M,27,domestic,0,Information Systems,2.48,90
2450,Robert Wallace,M,23,domestic,0,Computer Science,2.11,17
2451,Mary Gibbs,M,24,domestic,0,Political Science,2.51,29
2452,Angela Lucas,Other,18,domestic,0,Information Systems,3.74,51
2453,Heather Henry,F,24,domestic,0,Biology,2.53,94
2454,Karen Meza,M,22,domestic,0,Mechanical Eng,1.87,51
2455,Michael Thomas,F,17,domestic,1,English,1.7,83
2456,Kevin Gonzales,M,26,domestic,1,Sociology,2.56,44
2457,Luke Vasquez,M,22,domestic,0,Finance,3.29,70
2458,Pamela Burnett,F,20,domestic,0,Psychology,3.06,16
2459,Brian Conley,F,20,domestic,0,Mechanical Eng,3.46,26
2460,Jacob Peterson,M,17,domestic,0,Sociology,3.18,41
2461,James Benjamin,Other,24,domestic,0,Electrical Eng,2.81,13
2462,Cheryl Wright,F,22,domestic,0,Accounting,1.22,11
2463,Michael Haley,F,21,international,1,Mechanical Eng,3.63,35
2464,Tiffany Johnson,F,26,domestic,0,Economics,1.93,3
2465,Gregory Nguyen,F,17,domestic,0,Electrical Eng,4.0,43
2466,Erin Nichols,M,19,domestic,0,Mathematics,2.34,55
2467,Annette Carter,M,19,domestic,1,Marketing,2.36,21
2468,Lisa Oliver,M,21,domestic,0,Accounting,2.48,36
2469,Adrienne Villa,M,22,domestic,0,Electrical Eng,2.81,35
2470,Susan Pope,F,23,domestic,0,Economics,1.98,93
2471,Tony Schultz,M,20,domestic,1,Political Science,2.27,50
2472,Jeremy Bowen,Other,18,domestic,0,Mechanical Eng,3.36,113
2473,Jessica Barry,F,27,domestic,1,Finance,3.6,33
2474,Eric Simpson,F,30,domestic,0,Accounting,2.14,33
2475,Bryan Bush,F,22,domestic,0,Psychology,3.0,80
2476,William Proctor,F,19,domestic,0,Accounting,2.49,0
2477,Jacqueline Mitchell,M,27,domestic,0,Computer Science,3.1,68
2478,Roger Jimenez,F,17,domestic,0,Economics,2.26,42
2479,Amanda Mitchell,M,20,domestic,1,Mathematics,3.24,48
2480,Sylvia Bowman,F,19,domestic,0,Computer Science,2.72,35
2481,Jennifer Bridges,M,17,domestic,0,Business Analytics,2.5,63
2482,Anthony Dixon,F,21,domestic,0,Electrical Eng,2.78,0
2483,Rebecca Hernandez,F,18,domestic,0,Biology,3.67,23
2484,Kyle Coffey,M,22,domestic,0,Biology,2.74,104
2485,Elizabeth Hawkins,M,22,domestic,0,Accounting,2.97,47
2486,Megan Taylor,Other,19,domestic,0,Chemistry,2.85,10
2487,Christopher Doyle,F,20,domestic,0,Business Analytics,2.86,47
2488,Alan Jones,F,21,domestic,1,Accounting,3.53,67
2489,Michael Walker,F,24,domestic,0,Business Analytics,3.3,48
2490,Angela Ortiz,M,21,domestic,1,Electrical Eng,1.98,42
2491,Carolyn Kelley,M,24,domestic,0,Political Science,3.13,27
2492,Carl Krueger,M,24,domestic,0,Chemistry,3.77,7
2493,James Martin,F,24,domestic,0,Political Science,2.66,0
2494,David Brock,M,26,domestic,0,Accounting,3.31,20
2495,Misty Sloan,F,18,domestic,1,Sociology,1.14,84
2496,Thomas Lowery,F,20,international,0,Marketing,2.22,32
2497,Phillip Meadows,F,28,domestic,0,Sociology,4.0,40
2498,Edward Mata,F,21,domestic,1,Nursing,3.26,0
2499,Leah Johnson,Other,17,domestic,0,Business Analytics,2.93,45
2500,Emily Sanchez,M,21,domestic,0,Economics,3.9,33
2501,Benjamin Pennington,F,22,domestic,0,Marketing,2.13,35
2502,Kristen Vaughn,F,17,domestic,1,Biology,3.56,27
2503,Clayton Perkins,F,26,domestic,0,Accounting,2.29,28
2504,Katherine Shaw,F,19,domestic,0,Electrical Eng,2.86,38
2505,James Skinner,M,23,domestic,0,Mechanical Eng,1.83,44
2506,Elizabeth Stevens,M,21,international,1,Accounting,2.57,0
2507,Lori Oneal,F,17,domestic,0,Mathematics,3.59,0
2508,Ashley Krueger,M,18,international,0,Finance,2.49,29
2509,Angela Smith,F,18,domestic,0,Political Science,3.1,73
2510,Keith Gilbert,F,25,domestic,1,Business Analytics,2.51,3
2511,Susan Brown,M,21,domestic,1,Nursing,3.06,62
2512,Douglas Williamson,F,20,international,1,Sociology,3.25,95
2513,Kristine Lopez,M,18,domestic,0,Sociology,2.39,37
2514,Denise Torres,F,26,domestic,0,Mathematics,2.28,32
2515,Donald Russell,F,27,domestic,0,Business Analytics,2.56,61
2516,Keith Ross,F,26,domestic,1,Mathematics,2.55,48
2517,Melanie Lopez,M,23,domestic,0,Finance,1.59,26
2518,Justin Gaines,M,23,international,0,Chemistry,3.0,53
2519,Jose Campbell,F,17,domestic,1,Biology,3.03,24
2520,Catherine Young,F,21,domestic,0,English,1.72,86
2521,Joseph Carey,F,19,domestic,0,Electrical Eng,3.3,39
2522,Anthony Mcknight,M,17,domestic,0,Nursing,2.56,58
2523,Jacob Tucker,M,25,domestic,0,Business Analytics,3.0,95
2524,Zachary Smith,M,19,domestic,1,Biology,2.65,40
2525,Jessica Morgan,F,26,domestic,0,Business Analytics,3.0,22
2526,Robert Blackwell,M,25,domestic,0,Mechanical Eng,2.87,28
2527,Alicia Robinson,M,23,domestic,0,Accounting,3.33,45
2528,Brandi Blair,F,24,domestic,0,Chemistry,2.8,41
2529,Catherine Hicks,M,19,domestic,0,Economics,3.25,40
2530,Michael Hardy,Other,28,domestic,0,Nursing,3.65,55
2531,Walter Garcia,F,22,domestic,0,Finance,2.75,49
2532,Travis Fitzgerald,F,23,domestic,0,Economics,2.64,31
2533,Justin Watkins,M,19,domestic,0,Nursing,3.14,45
2534,Jesse Rodriguez,M,18,domestic,0,Marketing,1.56,24
2535,Vincent Robinson,F,23,domestic,1,Psychology,2.28,30
2536,Kimberly Gomez,F,22,domestic,1,Psychology,2.25,0
2537,Nathan Jones,F,19,domestic,1,Accounting,3.13,20
2538,Jeanne Powell,M,17,domestic,0,Accounting,2.89,69
2539,Alyssa Barnes,F,17,domestic,0,Nursing,3.56,64
2540,Christine Spears,F,26,domestic,0,Finance,3.52,67
2541,Megan Frey,F,19,domestic,0,Information Systems,1.62,58
2542,Denise Moore,F,20,domestic,0,Information Systems,1.79,30
2543,Sonya Mcdowell,F,27,international,0,English,2.82,7
2544,Samuel Nolan,F,18,domestic,1,Mechanical Eng,1.87,35
2545,Karen Rogers,M,19,domestic,0,Political Science,1.62,0
2546,Ashley Howe,F,19,domestic,0,Economics,2.36,79
2547,Isaiah Parker,M,27,domestic,1,Biology,1.55,51
2548,Vanessa Murphy,M,28,domestic,0,Electrical Eng,2.18,71
2549,Sandra Cooley,M,24,domestic,1,Biology,3.23,30
2550,Scott Medina,M,24,domestic,1,Information Systems,2.51,0
2551,Steven Walker,M,19,domestic,1,Sociology,3.7,51
2552,Molly Sanchez,M,28,domestic,0,Biology,2.46,50
2553,Karen Hall,F,22,domestic,0,Sociology,3.13,41
2554,Joe Hunt,F,24,domestic,0,Electrical Eng,2.48,54
2555,Maxwell Lewis,M,21,domestic,0,Psychology,2.67,31
2556,Troy Knight,F,21,domestic,0,Accounting,2.56,51
2557,Sara Harmon,F,27,domestic,0,Electrical Eng,3.13,59
2558,Lisa Robinson,M,23,domestic,0,Biology,3.23,95
2559,Jennifer Murphy,M,27,domestic,0,Marketing,4.0,68
2560,Donna Smith,F,22,domestic,1,English,2.81,8
2561,Tamara Stone,F,19,domestic,1,Accounting,3.13,33
2562,Jeffrey Harper,F,19,domestic,0,Mechanical Eng,2.18,19
2563,Anthony Ryan,M,22,domestic,0,Chemistry,3.21,86
2564,Joshua Lopez,M,19,international,1,Information Systems,2.82,30
2565,Alicia Santos,M,18,domestic,0,Economics,1.2,37
2566,Connie Simmons,M,26,domestic,1,Political Science,2.28,42
2567,Vickie Padilla,M,20,domestic,1,Chemistry,1.56,57
2568,Heather Hansen,M,22,domestic,0,Electrical Eng,2.36,9
2569,Megan Weeks,F,23,domestic,1,Electrical Eng,2.98,45
2570,Amy Bryant,F,19,domestic,0,English,2.62,73
2571,Alexandra Hamilton,M,27,international,0,Business Analytics,3.17,35
2572,Kimberly Townsend,F,18,domestic,0,Finance,1.39,100
2573,Jasmine Hughes,M,22,domestic,0,Nursing,3.37,18
2574,Stephanie Smith,M,22,domestic,1,Business Analytics,2.95,30
2575,Kevin Hernandez,M,21,domestic,0,Mathematics,2.04,68
2576,Steven Long,F,17,domestic,0,Psychology,2.79,46
2577,Robert Short,Other,25,domestic,0,Sociology,4.0,38
2578,Christian West,F,24,domestic,1,Accounting,3.68,11
2579,Richard Alvarado,M,19,domestic,1,Business Analytics,3.81,28
2580,Cynthia White,F,24,domestic,1,Economics,2.67,100
2581,Jessica Cannon,M,23,domestic,0,Marketing,3.48,55
2582,Scott Sanders,F,17,international,0,Chemistry,3.59,62
2583,Maria Ortiz,F,19,domestic,0,Psychology,2.17,26
2584,Brian Li,M,25,domestic,0,Mathematics,3.57,51
2585,Claire Ramos,F,23,domestic,0,Psychology,3.44,37
2586,Lauren Cruz,F,20,domestic,0,Information Systems,2.4,8
2587,Ray Caldwell,M,18,domestic,0,Finance,2.86,23
2588,Sandra Mccarty,F,20,domestic,1,English,3.61,29
2589,Kathleen Galloway,M,20,international,0,Mathematics,2.77,108
2590,Brooke Robbins,F,19,domestic,0,Mathematics,3.33,101
2591,Emily Rogers,F,17,domestic,0,Accounting,2.52,0
2592,Angela Stevens,F,25,domestic,1,Business Analytics,2.14,20
2593,David Hall,F,25,domestic,1,Sociology,2.08,40
2594,Megan Richmond,F,17,domestic,1,Political Science,2.63,46
2595,Jennifer Oneill,M,22,domestic,0,Biology,3.06,41
2596,James Sullivan,F,18,domestic,1,English,1.75,100
2597,Christy Perry,M,21,domestic,0,Economics,3.96,31
2598,Dustin Barrera,F,20,domestic,0,Sociology,3.44,99
2599,Dale Haynes,M,20,domestic,1,Mechanical Eng,3.11,74
2600,Nicole Foster,M,29,domestic,0,Mathematics,3.29,43
2601,Evan Larsen,F,20,domestic,0,Mechanical Eng,2.41,26
2602,Mark Gonzales,M,19,domestic,0,Electrical Eng,1.91,25
2603,David Wright,F,19,domestic,0,Electrical Eng,3.05,103
2604,Charles Oliver,M,25,domestic,1,Chemistry,3.43,67
2605,Dylan Wong,M,17,domestic,0,Information Systems,2.5,54
2606,Sarah Webb,F,19,domestic,0,Mathematics,2.23,0
2607,Paula Freeman,M,27,domestic,0,Psychology,2.47,30
2608,Mark Walker,M,22,domestic,0,Nursing,3.09,34
2609,Tracey Brock,F,22,domestic,0,Accounting,3.16,52
2610,Miranda Carpenter,M,29,domestic,0,Business Analytics,3.89,41
2611,Donna Wright,F,22,domestic,0,Electrical Eng,3.07,33
2612,Charles Castro,M,19,domestic,0,Biology,2.3,55
2613,Zachary Stanley,M,21,domestic,1,Marketing,2.62,72
2614,Amanda Smith,F,18,domestic,0,Finance,2.17,27
2615,Lauren Bennett,M,26,international,0,Business Analytics,3.46,15
2616,Stacy James,M,24,domestic,0,Finance,2.13,28
2617,Elizabeth Santos,M,25,domestic,0,Business Analytics,2.46,16
2618,Gary Stuart,M,26,domestic,1,Electrical Eng,3.09,37
2619,Samantha Romero,F,20,domestic,1,Political Science,3.76,105
2620,Kevin Jimenez,M,18,domestic,0,Mechanical Eng,4.0,35
2621,Amy Carroll,F,21,domestic,1,Political Science,2.0,12
2622,Julie Hart,F,18,domestic,0,Marketing,3.18,32
2623,Edward Moss,M,22,international,0,Marketing,2.79,92
2624,Dennis Ramirez,F,25,domestic,0,Electrical Eng,2.65,37
2625,Andrea Hall,M,21,domestic,0,Mechanical Eng,2.63,21
2626,Brittany Carroll,Other,22,domestic,0,Biology,2.06,0
2627,Timothy Williams,M,21,domestic,1,Business Analytics,3.8,35
2628,Raymond Marsh,F,24,international,0,English,1.55,2
2629,Elizabeth Dunlap,F,19,domestic,1,Mathematics,2.71,51
2630,Ashley Moreno,M,17,domestic,1,Sociology,3.7,32
2631,Diana Preston,F,23,domestic,0,Business Analytics,2.94,0
2632,Kathryn Taylor,F,25,domestic,0,Business Analytics,2.4,95
2633,Erik Howe,M,23,domestic,0,Nursing,2.42,109
2634,Jennifer Leblanc,M,19,domestic,1,Business Analytics,3.33,53
2635,Scott Ponce,F,18,domestic,0,Computer Science,2.62,91
2636,Jerry Nelson,F,23,domestic,0,Mechanical Eng,2.78,52
2637,Jose Liu,Other,22,domestic,0,Biology,3.17,0
2638,Louis Cowan,F,21,domestic,0,Nursing,3.36,37
2639,Kevin Harris,F,28,domestic,0,Information Systems,2.47,26
2640,Clayton Anderson,F,18,domestic,0,Political Science,1.98,0
2641,Kimberly Pena,M,28,domestic,0,Political Science,2.2,45
2642,Aaron Stephens,M,22,domestic,0,Economics,3.63,23
2643,Sara Gray,F,17,domestic,0,Chemistry,2.84,51
2644,Jason Powers,F,21,international,0,Political Science,2.05,67
2645,Daniel Phillips,M,25,domestic,0,Biology,2.24,96
2646,Carolyn Moss,M,20,domestic,0,Mathematics,3.5,44
2647,Amber Blake,F,17,domestic,0,Marketing,2.85,11
2648,Antonio Armstrong,F,21,domestic,0,Political Science,1.8,29
2649,John Hall,M,18,domestic,0,Business Analytics,2.14,32
2650,John Riley,M,23,international,0,Computer Science,3.49,114
2651,Justin Miller,M,24,domestic,0,Chemistry,2.46,42
2652,Michael Aguilar,M,18,domestic,0,Marketing,4.0,60
2653,Amanda Gray,M,19,domestic,0,Marketing,3.95,78
2654,Jennifer James,M,24,domestic,1,Nursing,3.69,86
2655,Darryl Howard,F,18,domestic,1,Computer Science,3.1,51
2656,Heather Key,M,18,domestic,1,Mechanical Eng,3.42,35
2657,Michael Hall,F,17,domestic,1,Finance,2.77,30
2658,Christina Smith,F,23,domestic,0,Psychology,2.78,7
2659,Anthony Simpson,M,23,domestic,0,Political Science,2.08,72
2660,Gregory Porter,F,19,domestic,0,Marketing,2.77,127
2661,Katie Roberts,M,22,domestic,0,Psychology,2.04,86
2662,Lauren Smith,F,27,domestic,0,Mechanical Eng,2.8,46
2663,Brooke Gates,M,18,domestic,1,Business Analytics,2.07,6
2664,Tina Moreno,F,17,domestic,0,Finance,2.28,28
2665,Jeffrey Hughes,F,23,domestic,0,Mechanical Eng,1.27,57
2666,Alexandra Nicholson,M,21,domestic,0,Psychology,2.33,35
2667,Susan Robertson,M,19,domestic,0,Economics,2.37,41
2668,Kelli Williams,F,24,domestic,0,Computer Science,2.61,57
2669,Michelle Mendez,F,24,domestic,1,Electrical Eng,3.51,51
2670,Lindsey Duncan,M,17,domestic,0,Nursing,2.77,115
2671,Marcus Moore,F,19,domestic,1,Business Analytics,3.36,113
2672,Travis Mason,M,30,domestic,0,English,3.38,36
2673,Elizabeth Ellis,F,24,domestic,1,Mechanical Eng,3.65,76
2674,Melinda Lam,M,24,domestic,0,Accounting,2.26,3
2675,Cynthia Murphy,F,26,domestic,0,Psychology,2.09,73
2676,Kenneth Key,M,22,domestic,0,Mechanical Eng,2.73,60
2677,Lawrence Smith,M,24,domestic,1,Business Analytics,2.17,18
2678,Teresa Kennedy,M,24,domestic,1,English,2.66,80
2679,Jonathan Martin,M,23,domestic,0,Economics,2.23,14
2680,Katherine Decker,F,20,domestic,0,Chemistry,2.07,41
2681,Ryan Anderson,M,22,domestic,1,Economics,3.01,49
2682,Desiree Solis,F,19,domestic,0,Business Analytics,3.92,0
2683,Alexandra Meyers,M,22,domestic,0,Information Systems,2.65,50
2684,Courtney Hardin,M,17,domestic,0,Sociology,2.97,18
2685,Alexandra Freeman,M,19,domestic,0,Mathematics,2.84,33
2686,Kimberly Wells,M,21,international,1,Chemistry,2.78,42
2687,James Cantu,M,18,domestic,1,Finance,3.66,0
2688,Elizabeth Sanchez,M,20,domestic,0,Political Science,2.63,30
2689,Stanley Stewart,F,21,domestic,0,Electrical Eng,0.86,40
2690,Veronica Kelly,M,23,domestic,1,Mathematics,2.27,34
2691,Christopher Smith,F,25,domestic,0,Finance,2.86,16
2692,Christina Perkins,F,20,domestic,1,Psychology,2.74,4
2693,Shannon Weaver,M,26,domestic,0,Political Science,2.66,14
2694,Danny Rojas,M,25,domestic,0,Sociology,2.49,0
2695,John Pham,Other,23,domestic,1,Business Analytics,2.85,20
2696,James Allen,F,22,domestic,0,Chemistry,4.0,82
2697,John Pennington,F,23,domestic,0,Psychology,2.6,0
2698,Brooke Sullivan,M,26,domestic,0,Sociology,4.0,72
2699,Isabella Smith,F,26,international,0,Electrical Eng,3.08,5
2700,Kevin Johnson,F,26,domestic,0,Political Science,2.4,60
2701,Raymond Garcia,F,22,domestic,1,Marketing,3.32,124
2702,James Jackson,Other,23,domestic,1,Political Science,1.34,63
2703,William Andrews,M,26,domestic,0,Mechanical Eng,2.79,39
2704,Mary Brooks,M,19,domestic,0,Mathematics,3.11,40
